slug,title,bedrooms,bathrooms,numberOfImages,numberOfFloorplans,numberOfVirtualTours,summary,displayAddress,countryCode,location,propertyImages,propertySubType,listingUpdateReason,listingUpdateDate,premiumListing,featuredProperty,displayPrice,displayPriceQualifier,propertyType,customerSegment,availableFrom,letAgreed,branchId,propertyUrl,shortDescription,longDescription,commercial,residential,newHome,auction
148392713,"Mitchells Close, Romsey, Hampshire",3,2,15,1,0,"This spacious and well presented extended three bedroom end of terrace in Romsey Town with a double garage, large private garden and ample parking.","Mitchells Close, Romsey, Hampshire",GB,"{'latitude': 50.99144, 'longitude': -1.49214}",https://media.rightmove.co.uk/9k/8764/148392713/8764_ROM190045_IMG_00_0000.jpeg,End of Terrace,new,2024-05-24T15:42:05Z,False,False,"£400,000",Offers in Excess of,3 bedroom end of terrace house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148392713#/?channel=RES_BUY,,"This spacious and well presented extended three bedroom end of terrace in Romsey Town with a double garage, large private garden and ample parking.",False,True,False,False
148613159,"Middlebridge Street, Romsey, Hampshire",2,1,11,1,0,This charming two bedroom terrace property to the market. Benefiting from a garage and parking to the rear.,"Middlebridge Street, Romsey, Hampshire",GB,"{'latitude': 50.98563, 'longitude': -1.50118}",https://media.rightmove.co.uk/9k/8764/148613159/8764_ROM240123_IMG_00_0000.jpeg,Terraced,price_reduced,2024-03-21T10:32:20Z,False,False,"£400,000",,2 bedroom terraced house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148613159#/?channel=RES_BUY,,This charming two bedroom terrace property to the market. Benefiting from a garage and parking to the rear.,False,True,False,False
144620120,"Petty Close, Romsey, Hampshire",3,0,14,1,0,"Located in a popular cul-de-sac this very well presented and extended three bedroom semi-detached house includes an impressive open plan kitchen/living area, downstairs cloakroom, ample off road parking and a delightful rear garden.","Petty Close, Romsey, Hampshire",GB,"{'latitude': 50.987, 'longitude': -1.48578}",https://media.rightmove.co.uk/9k/8764/144620120/8764_ROM180568_IMG_12_0000.jpeg,Semi-Detached,price_reduced,2024-03-19T14:50:59Z,True,False,"£400,000",Offers in Excess of,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/144620120#/?channel=RES_BUY,,"Located in a popular cul-de-sac this very well presented and extended three bedroom semi-detached house includes an impressive open plan kitchen/living area, downstairs cloakroom, ample off road parking and a delightful rear garden.",False,True,False,False
149210420,"Withy Close, Romsey, Hampshire",3,2,13,1,0,We are pleased to welcome to the market this spacious semi-link detached house including a private rear garden and a car port. ,"Withy Close, Romsey, Hampshire",GB,"{'latitude': 50.99458, 'longitude': -1.49197}",https://media.rightmove.co.uk/9k/8764/149210420/8764_ROM240313_IMG_13_0000.jpeg,Semi-Detached,price_reduced,2024-07-25T14:25:52Z,False,False,"£400,000",Offers in Excess of,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/149210420#/?channel=RES_BUY,,We are pleased to welcome to the market this spacious semi-link detached house including a private rear garden and a car port. ,False,True,False,False
145625123,"Upton Crescent, Nursling, Southampton, Hampshire",2,0,12,1,0,This spacious two bedroom detached bungalow in the popular Upton Crescent in Nursling with off street parking and large garden. NO FORWARD CHAIN.,"Upton Crescent, Nursling, Southampton, Hampshire",GB,"{'latitude': 50.95266, 'longitude': -1.46637}",https://media.rightmove.co.uk/9k/8764/145625123/8764_ROM240047_IMG_00_0000.jpeg,Detached Bungalow,new,2024-03-12T09:17:00Z,False,False,"£400,000",,2 bedroom detached bungalow for sale,,,False,8764,https://www.rightmove.co.uk/properties/145625123#/?channel=RES_BUY,,This spacious two bedroom detached bungalow in the popular Upton Crescent in Nursling with off street parking and large garden. NO FORWARD CHAIN.,False,True,False,False
150205037,"Salisbury Road, Sherfield English, Romsey, Hampshire",3,1,15,2,0,This delightful three bedroom semi detached house located in a popular position in Sherfield English with large rear garden and garage. No Forward Chain.,"Salisbury Road, Sherfield English, Romsey, Hampshire",GB,"{'latitude': 51.00182, 'longitude': -1.59535}",https://media.rightmove.co.uk/9k/8764/150205037/8764_ROM240347_IMG_00_0000.jpeg,Semi-Detached,new,2024-07-12T18:06:05Z,False,False,"£399,000",,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/150205037#/?channel=RES_BUY,,This delightful three bedroom semi detached house located in a popular position in Sherfield English with large rear garden and garage. No Forward Chain.,False,True,False,False
148405028,"Upton Crescent, Nursling, Southampton, Hampshire",3,0,9,1,0,"This spacious three bedroom detached bungalow in the popular Upton Crescent with off street parking, secluded garden and woodland outlook.","Upton Crescent, Nursling, Southampton, Hampshire",GB,"{'latitude': 50.95292, 'longitude': -1.46608}",https://media.rightmove.co.uk/9k/8764/148405028/8764_ROM240276_IMG_00_0000.jpeg,Detached Bungalow,new,2024-05-24T18:04:02Z,False,False,"£395,000",,3 bedroom detached bungalow for sale,,,False,8764,https://www.rightmove.co.uk/properties/148405028#/?channel=RES_BUY,,"This spacious three bedroom detached bungalow in the popular Upton Crescent with off street parking, secluded garden and woodland outlook.",False,True,False,False
143285804,"Abbotswood Common Road, Romsey, Hampshire",2,0,11,1,0,"BRAND NEW RETIREMENT APARTMENTS IN ROMSEY. Apartment 28 £395,000. Exclusive 1 & 2 bedroom apartments with beautifully landscaped communal gardens. 2 bedroom from £395,000 and 1 bedroom from £250,000. Please contact the office to for further information.","Abbotswood Common Road, Romsey, Hampshire",GB,"{'latitude': 51.00395, 'longitude': -1.47448}",https://media.rightmove.co.uk/9k/8764/143285804/8764_ROM230608_IMG_09_0000.jpeg,Apartment,new,2024-01-02T11:41:56Z,False,False,"£395,000",,2 bedroom apartment for sale,,,False,8764,https://www.rightmove.co.uk/properties/143285804#/?channel=RES_BUY,,"BRAND NEW RETIREMENT APARTMENTS IN ROMSEY. Apartment 28 £395,000. Exclusive 1 & 2 bedroom apartments with beautifully landscaped communal gardens. 2 bedroom from £395,000 and 1 bedroom from £250,000. Please contact the office to for further information.",False,True,False,False
129968075,"Abbotswood Common Road, Romsey, Hampshire",2,0,9,1,0,"BRAND NEW RETIREMENT APARTMENTS IN ROMSEY. Apartment 27 £395,000. Exclusive 1 & 2 bedroom apartments with beautifully landscaped communal gardens. 2 bedroom from £395,000 and 1 bedroom from £250,000. Please contact the office to for further information.","Abbotswood Common Road, Romsey, Hampshire",GB,"{'latitude': 51.00395, 'longitude': -1.47448}",https://media.rightmove.co.uk/9k/8764/129968075/8764_ROM220508_IMG_00_0000.jpeg,Apartment,new,2022-12-13T15:33:03Z,False,False,"£395,000",,2 bedroom apartment for sale,,,False,8764,https://www.rightmove.co.uk/properties/129968075#/?channel=RES_BUY,,"BRAND NEW RETIREMENT APARTMENTS IN ROMSEY. Apartment 27 £395,000. Exclusive 1 & 2 bedroom apartments with beautifully landscaped communal gardens. 2 bedroom from £395,000 and 1 bedroom from £250,000. Please contact the office to for further information.",False,True,False,False
147074498,"Cherville Mews, Romsey, Hampshire",2,2,14,1,0,Located in an excellent cul-de-sac position in the centre of the delightful market Town of Romsey this delightful two bedroom house includes a off street parking and a large balcony.,"Cherville Mews, Romsey, Hampshire",GB,"{'latitude': 50.99202, 'longitude': -1.50126}",https://media.rightmove.co.uk/9k/8764/147074498/8764_ROM150229_IMG_00_0000.jpeg,Terraced,price_reduced,2024-06-25T10:22:38Z,False,False,"£390,000",Guide Price,2 bedroom terraced house for sale,,,False,8764,https://www.rightmove.co.uk/properties/147074498#/?channel=RES_BUY,,Located in an excellent cul-de-sac position in the centre of the delightful market Town of Romsey this delightful two bedroom house includes a off street parking and a large balcony.,False,True,False,False
147304448,"Baddesley Close, North Baddesley, Southampton, Hampshire",3,0,10,0,0,This delightful three bedroom semi detached house located in a popular position in North Baddesley with off street parking and garden.,"Baddesley Close, North Baddesley, Southampton, Hampshire",GB,"{'latitude': 50.9825, 'longitude': -1.44523}",https://media.rightmove.co.uk/9k/8764/147304448/8764_ROM240154_IMG_00_0000.jpeg,Semi-Detached,price_reduced,2024-06-10T13:30:15Z,True,False,"£390,000",Offers in Region of,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/147304448#/?channel=RES_BUY,,This delightful three bedroom semi detached house located in a popular position in North Baddesley with off street parking and garden.,False,True,False,False
148031297,"Kennett Road, Romsey, Hampshire",3,1,12,1,0,Located in a quiet cul-de-sac this very well presented three bedroom semi-detached house includes ample off road parking and a private rear garden. No forward chain.,"Kennett Road, Romsey, Hampshire",GB,"{'latitude': 50.99188, 'longitude': -1.47119}",https://media.rightmove.co.uk/9k/8764/148031297/8764_ROM240269_IMG_00_0000.jpeg,Semi-Detached,price_reduced,2024-07-02T13:42:26Z,True,False,"£385,000",,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148031297#/?channel=RES_BUY,,Located in a quiet cul-de-sac this very well presented three bedroom semi-detached house includes ample off road parking and a private rear garden. No forward chain.,False,True,False,False
148754192,"Horseshoe Drive, Romsey, Hampshire",2,0,13,1,0,"Positioned within an exclusive development of five Courtyard Mews Cottages with a private rear garden and parking. This beautifully presented property benefits from an impressive open plan living area, downstairs bathroom, downstairs study, en-suite and a quiet cul-de-sac position.","Horseshoe Drive, Romsey, Hampshire",GB,"{'latitude': 51.0017, 'longitude': -1.4745}",https://media.rightmove.co.uk/9k/8764/148754192/8764_ROM230466_IMG_00_0000.jpeg,End of Terrace,price_reduced,2024-08-05T16:33:40Z,False,False,"£385,000",,2 bedroom end of terrace house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148754192#/?channel=RES_BUY,,"Positioned within an exclusive development of five Courtyard Mews Cottages with a private rear garden and parking. This beautifully presented property benefits from an impressive open plan living area, downstairs bathroom, downstairs study, en-suite and a quiet cul-de-sac position.",False,True,False,False
143834855,"Lockerley Green, Lockerley, Romsey, Hampshire",3,2,16,1,0,"We are pleased to welcome to the market this delightful three bedroom semi-detached bungalow with spacious accommodation fronting onto Lockerley Green. Private rear garden with stunning countryside views, garage and off road parking.","Lockerley Green, Lockerley, Romsey, Hampshire",GB,"{'latitude': 51.03884, 'longitude': -1.58562}",https://media.rightmove.co.uk/9k/8764/143834855/8764_ROM240015_IMG_00_0000.jpeg,Semi-Detached Bungalow,price_reduced,2024-04-05T17:09:08Z,True,False,"£375,000",Offers in Excess of,3 bedroom semi-detached bungalow for sale,,,False,8764,https://www.rightmove.co.uk/properties/143834855#/?channel=RES_BUY,,"We are pleased to welcome to the market this delightful three bedroom semi-detached bungalow with spacious accommodation fronting onto Lockerley Green. Private rear garden with stunning countryside views, garage and off road parking.",False,True,False,False
149890733,"Rownhams Lane, North Baddesley, Southampton, Hampshire",2,1,14,1,0,"This excellent detached house located on Rownhams Lane with ample parking, garage and good size rear garden.","Rownhams Lane, North Baddesley, Southampton, Hampshire",GB,"{'latitude': 50.9773, 'longitude': -1.448}",https://media.rightmove.co.uk/9k/8764/149890733/8764_ROM240376_IMG_14_0000.jpeg,Detached,price_reduced,2024-07-30T17:22:10Z,True,False,"£375,000",Offers in Excess of,2 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/149890733#/?channel=RES_BUY,,"This excellent detached house located on Rownhams Lane with ample parking, garage and good size rear garden.",False,True,False,False
144840866,"Chivers Road, Romsey, Hampshire",3,2,12,1,0,We are pleased to welcome to the market this delightful three bedroom end of terrace townhouse with a private rear garden and off road parking.,"Chivers Road, Romsey, Hampshire",GB,"{'latitude': 51.00729, 'longitude': -1.47872}",https://media.rightmove.co.uk/9k/8764/144840866/8764_ROM240088_IMG_00_0000.jpeg,End of Terrace,new,2024-02-17T11:52:02Z,True,False,"£375,000",Offers in Excess of,3 bedroom end of terrace house for sale,,,False,8764,https://www.rightmove.co.uk/properties/144840866#/?channel=RES_BUY,,We are pleased to welcome to the market this delightful three bedroom end of terrace townhouse with a private rear garden and off road parking.,False,True,False,False
146827325,"Ringwood Drive, North Baddesley, Southampton, Hampshire",3,0,14,1,0,"We are pleased to welcome to the market this beautiful semi detached property located in the popular area of North Baddesley with off road parking, converted loft and large rear garden.","Ringwood Drive, North Baddesley, Southampton, Hampshire",GB,"{'latitude': 50.97695, 'longitude': -1.45}",https://media.rightmove.co.uk/9k/8764/146827325/8764_ROM240225_IMG_00_0000.jpeg,Semi-Detached,price_reduced,2024-04-26T14:14:58Z,True,False,"£375,000",Offers in Excess of,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/146827325#/?channel=RES_BUY,,"We are pleased to welcome to the market this beautiful semi detached property located in the popular area of North Baddesley with off road parking, converted loft and large rear garden.",False,True,False,False
149610473,"Riverside Gardens, Romsey, Hampshire",3,2,13,1,0,We are pleased to welcome this excellent three bedroom house located in the popular Riverside Gardens close to Romsey Town including garage and private garden.,"Riverside Gardens, Romsey, Hampshire",GB,"{'latitude': 50.986, 'longitude': -1.50303}",https://media.rightmove.co.uk/9k/8764/149610473/8764_ROM240271_IMG_00_0000.jpeg,Terraced,price_reduced,2024-07-17T13:36:26Z,False,False,"£375,000",Offers in Excess of,3 bedroom terraced house for sale,,,False,8764,https://www.rightmove.co.uk/properties/149610473#/?channel=RES_BUY,,We are pleased to welcome this excellent three bedroom house located in the popular Riverside Gardens close to Romsey Town including garage and private garden.,False,True,False,False
151005740,"Proctor Drive, North Baddesley, Southampton, Hampshire",2,1,12,1,0,"We are delighted to welcome to the market this two bedroom terraced house in a quiet cul de sac location in North Baddesley including garage, private rear garden and spacious accommodation. NO FORWARD CHAIN.","Proctor Drive, North Baddesley, Southampton, Hampshire",GB,"{'latitude': 50.97235, 'longitude': -1.44735}",https://media.rightmove.co.uk/9k/8764/151005740/8764_ROM190098_IMG_00_0000.jpeg,Terraced,new,2024-08-05T17:30:05Z,False,True,"£280,000",Offers in Excess of,2 bedroom terraced house for sale,,,False,8764,https://www.rightmove.co.uk/properties/151005740#/?channel=RES_BUY,,"We are delighted to welcome to the market this two bedroom terraced house in a quiet cul de sac location in North Baddesley including garage, private rear garden and spacious accommodation. NO FORWARD CHAIN.",False,True,False,False
146230673,"Ringwood Drive, North Baddesley, Southampton, Hampshire",3,0,15,1,0,"This well presented extended three bedroom semi detached house located in the popular Ringwood Drive with off street parking, secluded garden and converted garage.","Ringwood Drive, North Baddesley, Southampton, Hampshire",GB,"{'latitude': 50.97588, 'longitude': -1.45115}",https://media.rightmove.co.uk/9k/8764/146230673/8764_ROM220450_IMG_13_0000.jpeg,Semi-Detached,price_reduced,2024-06-01T11:01:27Z,True,False,"£375,000",,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/146230673#/?channel=RES_BUY,,"This well presented extended three bedroom semi detached house located in the popular Ringwood Drive with off street parking, secluded garden and converted garage.",False,True,False,False
145370915,"Ringwood Drive, North Baddesley, Southampton, Hampshire",3,0,12,1,0,We are pleased to welcome to the market this beautiful semi detached property located in the popular area of North Baddesley with off road parking and garage.,"Ringwood Drive, North Baddesley, Southampton, Hampshire",GB,"{'latitude': 50.97695, 'longitude': -1.45}",https://media.rightmove.co.uk/9k/8764/145370915/8764_ROM240136_IMG_00_0000.jpeg,Semi-Detached,new,2024-03-04T09:40:06Z,False,False,"£375,000",Offers in Excess of,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/145370915#/?channel=RES_BUY,,We are pleased to welcome to the market this beautiful semi detached property located in the popular area of North Baddesley with off road parking and garage.,False,True,False,False
149210498,"Ashfield View, North Baddesley, Southampton, Hampshire",3,2,15,1,0,We are delighted to welcome to the market this three bedroom detached property located in a sought after development in North Baddesley with a garage and off road parking. NO FORWARD CHAIN.,"Ashfield View, North Baddesley, Southampton, Hampshire",GB,"{'latitude': 50.98088, 'longitude': -1.44568}",https://media.rightmove.co.uk/9k/8764/149210498/8764_ROM230143_IMG_00_0000.jpeg,Detached,price_reduced,2024-07-17T12:21:53Z,False,False,"£375,000",Offers in Excess of,3 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/149210498#/?channel=RES_BUY,,We are delighted to welcome to the market this three bedroom detached property located in a sought after development in North Baddesley with a garage and off road parking. NO FORWARD CHAIN.,False,True,False,False
150908012,"Calmore Crescent, Calmore, Southampton, Hampshire",3,1,10,1,0,We are delighted to welcome this spacious three bedroom semi-detached property to the market. Benefting from granted planning permission for a two storey side extension. No Forward Chain.,"Calmore Crescent, Calmore, Southampton, Hampshire",GB,"{'latitude': 50.92853, 'longitude': -1.52214}",https://media.rightmove.co.uk/9k/8764/150908012/8764_ROM240395_IMG_00_0000.jpeg,Semi-Detached,new,2024-08-02T10:05:03Z,False,False,"£375,000",,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/150908012#/?channel=RES_BUY,,We are delighted to welcome this spacious three bedroom semi-detached property to the market. Benefting from granted planning permission for a two storey side extension. No Forward Chain.,False,True,False,False
150253640,"Holyborne Road, Romsey, Hampshire",3,1,17,1,0,We are delighted to welcome to the market this beauitful threebedroom house located in a popular area of Romsey including off street parking and garage.,"Holyborne Road, Romsey, Hampshire",GB,"{'latitude': 50.99092, 'longitude': -1.47705}",https://media.rightmove.co.uk/9k/8764/150253640/8764_ROM240305_IMG_00_0000.jpeg,Terraced,new,2024-07-15T14:13:02Z,False,False,"£365,000",,3 bedroom terraced house for sale,,,False,8764,https://www.rightmove.co.uk/properties/150253640#/?channel=RES_BUY,,We are delighted to welcome to the market this beauitful threebedroom house located in a popular area of Romsey including off street parking and garage.,False,True,False,False
149505695,"Cutforth Way, Romsey, Hampshire",3,2,13,1,0,"This beautifully presented three bedroom semi detached home located in the favourable Abbotswood development with double car barn, no forward chain and off street parking.","Cutforth Way, Romsey, Hampshire",GB,"{'latitude': 51.00548, 'longitude': -1.47589}",https://media.rightmove.co.uk/9k/8764/149505695/8764_ROM240262_IMG_00_0000.jpeg,Semi-Detached,price_reduced,2024-07-22T13:26:08Z,False,False,"£365,000",,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/149505695#/?channel=RES_BUY,,"This beautifully presented three bedroom semi detached home located in the favourable Abbotswood development with double car barn, no forward chain and off street parking.",False,True,False,False
148535180,"Tarver Close, Romsey, Hampshire",3,2,12,1,0,This modern three bedroom semi detached house positioned in a popular location with off street parking and garage.,"Tarver Close, Romsey, Hampshire",GB,"{'latitude': 51.00486, 'longitude': -1.47632}",https://media.rightmove.co.uk/9k/8764/148535180/8764_ROM240268_IMG_00_0000.jpeg,Semi-Detached,new,2024-05-30T09:51:04Z,False,False,"£365,000",,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148535180#/?channel=RES_BUY,,This modern three bedroom semi detached house positioned in a popular location with off street parking and garage.,False,True,False,False
145868900,"Oakwood Close, Romsey, Hampshire",4,1,19,1,0,We are pleased to welcome to the market this extended four bedroom semi-detached house located in a quiet cul-de-sac. Garage and off road parking.,"Oakwood Close, Romsey, Hampshire",GB,"{'latitude': 50.99981, 'longitude': -1.47338}",https://media.rightmove.co.uk/9k/8764/145868900/8764_ROM230589_IMG_19_0000.jpeg,Semi-Detached,price_reduced,2024-05-13T14:36:55Z,True,False,"£365,000",,4 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/145868900#/?channel=RES_BUY,,We are pleased to welcome to the market this extended four bedroom semi-detached house located in a quiet cul-de-sac. Garage and off road parking.,False,True,False,False
144809753,"Field Close, Romsey, Hampshire",3,0,12,1,0,This delightful three bedroom semi detached house located close to Romsey Town Centre including garage and off street parking.,"Field Close, Romsey, Hampshire",GB,"{'latitude': 50.99059, 'longitude': -1.48289}",https://media.rightmove.co.uk/9k/8764/144809753/8764_ROM240098_IMG_00_0001.jpeg,Semi-Detached,new,2024-02-16T14:09:04Z,True,False,"£350,000",,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/144809753#/?channel=RES_BUY,,This delightful three bedroom semi detached house located close to Romsey Town Centre including garage and off street parking.,False,True,False,False
144861374,"Duttons Road, Romsey, Hampshire",1,1,9,1,0,This beautiful and luxury ground floor apartment which is located in the sought after Fleur-de-Lis development which is situated in the heart of the Town.,"Duttons Road, Romsey, Hampshire",GB,"{'latitude': 50.99217, 'longitude': -1.49598}",https://media.rightmove.co.uk/9k/8764/144861374/8764_ROM240026_IMG_00_0000.jpeg,Apartment,new,2024-02-19T10:32:08Z,False,False,"£350,000",,1 bedroom apartment for sale,,,False,8764,https://www.rightmove.co.uk/properties/144861374#/?channel=RES_BUY,,This beautiful and luxury ground floor apartment which is located in the sought after Fleur-de-Lis development which is situated in the heart of the Town.,False,True,False,False
147047429,"Lansdowne Gardens, Romsey, Hampshire",3,0,18,1,0,"This well presented three bedroom detached house which is located within the Lansdowne Gardens Private Estate which is within a level, short walking distance of the Romsey Town. NO FORWARD CHAIN.","Lansdowne Gardens, Romsey, Hampshire",GB,"{'latitude': 50.99498, 'longitude': -1.4998}",https://media.rightmove.co.uk/9k/8764/147047429/8764_ROM240172_IMG_15_0000.jpeg,Detached,price_reduced,2024-06-21T14:22:13Z,True,False,"£350,000",Offers in Excess of,3 bedroom detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/147047429#/?channel=RES_BUY,,"This well presented three bedroom detached house which is located within the Lansdowne Gardens Private Estate which is within a level, short walking distance of the Romsey Town. NO FORWARD CHAIN.",False,True,False,False
142253351,"Barley Hill, Dunbridge, Romsey, Hampshire",3,1,17,1,0,We are pleased to welcome this well presented three bedroom semi-detached cottage to the market. This property has been recently re-decorated throughout along with a new kitchen and bathroom.,"Barley Hill, Dunbridge, Romsey, Hampshire",GB,"{'latitude': 51.03194, 'longitude': -1.54404}",https://media.rightmove.co.uk/9k/8764/142253351/8764_ROM230570_IMG_00_0000.jpeg,Semi-Detached,price_reduced,2024-03-15T16:32:04Z,True,False,"£350,000",Guide Price,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/142253351#/?channel=RES_BUY,,We are pleased to welcome this well presented three bedroom semi-detached cottage to the market. This property has been recently re-decorated throughout along with a new kitchen and bathroom.,False,True,False,False
146810549,"Withy Close, Romsey, Hampshire",2,2,14,1,0,This beautiful two bedroom end of terrace house located close to Romsey Town Centre with off street parking and south west facing garden.,"Withy Close, Romsey, Hampshire",GB,"{'latitude': 50.99458, 'longitude': -1.49197}",https://media.rightmove.co.uk/9k/8764/146810549/8764_ROM240224_IMG_00_0000.jpeg,End of Terrace,price_reduced,2024-05-30T12:42:37Z,False,False,"£350,000",Guide Price,2 bedroom end of terrace house for sale,,,False,8764,https://www.rightmove.co.uk/properties/146810549#/?channel=RES_BUY,,This beautiful two bedroom end of terrace house located close to Romsey Town Centre with off street parking and south west facing garden.,False,True,False,False
148001636,"Ashdown Way, Romsey, Hampshire",3,1,18,1,0,"Michael Rhodes are pleased to welcome to the market this spacious extended three bedroom semi detached house located in a desirable location in Romsey with garage, corner plot and off street parking.","Ashdown Way, Romsey, Hampshire",GB,"{'latitude': 50.99029, 'longitude': -1.47777}",https://media.rightmove.co.uk/9k/8764/148001636/8764_ROM070436_IMG_00_0000.jpeg,Semi-Detached,new,2024-05-15T09:36:06Z,True,False,"£350,000",Offers in Excess of,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/148001636#/?channel=RES_BUY,,"Michael Rhodes are pleased to welcome to the market this spacious extended three bedroom semi detached house located in a desirable location in Romsey with garage, corner plot and off street parking.",False,True,False,False
141606185,"Duttons Road, Romsey, Hampshire",2,0,14,1,0,Located in central Romsey this luxury TWO BEDROOM MEZZANINE retirement apartment includes a private balcony and a well landscaped communal garden. ,"Duttons Road, Romsey, Hampshire",GB,"{'latitude': 50.99217, 'longitude': -1.49598}",https://media.rightmove.co.uk/9k/8764/141606185/8764_ROM230530_IMG_00_0000.jpeg,Apartment,price_reduced,2024-01-26T13:01:03Z,True,False,"£350,000",Guide Price,2 bedroom apartment for sale,,,False,8764,https://www.rightmove.co.uk/properties/141606185#/?channel=RES_BUY,,Located in central Romsey this luxury TWO BEDROOM MEZZANINE retirement apartment includes a private balcony and a well landscaped communal garden. ,False,True,False,False
86707854,"Armada Close, Rownhams, Southampton, Hampshire",3,0,10,1,0,"We are pleased to welcome to the market this three bedroom semi detached house located in a popular location in Rownhams with secluded garden, garage and off street parking. NO FORWARD CHAIN.","Armada Close, Rownhams, Southampton, Hampshire",GB,"{'latitude': 50.95306, 'longitude': -1.45597}",https://media.rightmove.co.uk/9k/8764/86707854/8764_ROM240008_IMG_00_0000.jpeg,Semi-Detached,new,2024-01-09T13:27:05Z,False,False,"£350,000",,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/86707854#/?channel=RES_BUY,,"We are pleased to welcome to the market this three bedroom semi detached house located in a popular location in Rownhams with secluded garden, garage and off street parking. NO FORWARD CHAIN.",False,True,False,False
140335919,"Anton Close, Romsey, Hampshire",3,0,13,1,0,"We are pleased to welcome to the market this three bedroom semi detached house located in a popular location in Romsey with ample off street parking, garage and private garden. NO FORWARD CHAIN.","Anton Close, Romsey, Hampshire",GB,"{'latitude': 50.99063, 'longitude': -1.47335}",https://media.rightmove.co.uk/9k/8764/140335919/8764_ROM230432_IMG_00_0000.jpeg,Semi-Detached,price_reduced,2023-11-24T11:29:27Z,True,False,"£350,000",,3 bedroom semi-detached house for sale,,,False,8764,https://www.rightmove.co.uk/properties/140335919#/?channel=RES_BUY,,"We are pleased to welcome to the market this three bedroom semi detached house located in a popular location in Romsey with ample off street parking, garage and private garden. NO FORWARD CHAIN.",False,True,False,False
144828782,"Lawes Walk, Minchin Road, Romsey, Hampshire",3,2,15,1,0,"This delightful three bedroom house overlooking a green including a private rear garden and off road parking. The seller is able to offer up to £2,000 towards the buyer’s legal fees (subject to use of their recommended solicitors).","Lawes Walk, Minchin Road, Romsey, Hampshire",GB,"{'latitude': 51.00413, 'longitude': -1.47576}",https://media.rightmove.co.uk/9k/8764/144828782/8764_ROM230428_IMG_28_0000.jpeg,Terraced,new,2024-07-09T15:12:01Z,False,False,"£350,000",Offers in Excess of,3 bedroom terraced house for sale,,,False,8764,https://www.rightmove.co.uk/properties/144828782#/?channel=RES_BUY,,"This delightful three bedroom house overlooking a green including a private rear garden and off road parking. The seller is able to offer up to £2,000 towards the buyer’s legal fees (subject to use of their recommended solicitors).",False,True,False,False
146863313,"Morleys Green, Ampfield, Romsey, Hampshire",2,2,14,1,0,Constructed in 2016 this beautifully presented two bedroom bungalow located in a desirable location with secluded rear garden and car port. NO FORWARD CHAIN.,"Morleys Green, Ampfield, Romsey, Hampshire",GB,"{'latitude': 51.00778, 'longitude': -1.42897}",https://media.rightmove.co.uk/9k/8764/146863313/8764_ROM240190_IMG_16_0000.jpeg,Bungalow,price_reduced,2024-05-20T14:46:45Z,True,False,"£350,000",Guide Price,2 bedroom bungalow for sale,,,False,8764,https://www.rightmove.co.uk/properties/146863313#/?channel=RES_BUY,,Constructed in 2016 this beautifully presented two bedroom bungalow located in a desirable location with secluded rear garden and car port. NO FORWARD CHAIN.,False,True,False,False
138191783,"Furze Drive, Romsey, Hampshire",3,0,12,1,0,"A delightful three bedroom end of terrace property located in the popular Abbotswood estate with off street parking, garage and delightful rear garden. NO FORWARD CHAIN.","Furze Drive, Romsey, Hampshire",GB,"{'latitude': 51.00396, 'longitude': -1.47662}",https://media.rightmove.co.uk/9k/8764/138191783/8764_ROM230230_IMG_00_0000.jpeg,End of Terrace,new,2024-01-15T17:14:40Z,False,False,"£350,000",Offers in Excess of,3 bedroom end of terrace house for sale,,,False,8764,https://www.rightmove.co.uk/properties/138191783#/?channel=RES_BUY,,"A delightful three bedroom end of terrace property located in the popular Abbotswood estate with off street parking, garage and delightful rear garden. NO FORWARD CHAIN.",False,True,False,False
